Random;PHR
R3;55.89417755
R3;55.90416169
R2;51.74207308
R1;53.06555143
R3;55.89113579
R3;55.88931939
R1;53.03790372
R1;53.04547768
R3;55.87389608
R3;55.87579299
R3;55.88859592
R3;55.89181902
R2;51.75859752
R2;51.72800493
R3;55.89204483
R3;55.90376421
R3;55.87932612
R1;53.04858137
R2;51.72764487
R1;53.05152857
R3;55.89818622
R3;55.89797234
R1;53.03423964
R1;53.06088939
R3;55.90329122
R1;53.02482423
R2;51.75449
R1;53.05131965
R3;55.88725821
R1;53.03903913
R1;53.04221176
R3;55.89326416
R3;55.906787
R2;51.73879573
R2;51.74273512
R1;53.03576505
R1;53.02664177
R1;53.0314223
R3;55.87461302
R1;53.02574799
R3;55.89162672
R2;51.73368544
R3;55.91436759
R2;51.73850798
R1;53.0380804
R3;55.89886947
R2;51.72880909
R3;55.90451163
R3;55.89120983
R1;53.03456327
R3;55.88992568
R3;55.90173623
R3;55.89244438
R1;53.04100139
R1;53.04779405
R3;55.87909374
R3;55.87719835
R3;55.88356558
R1;53.05172873
R2;51.74363113
R1;53.03755698
R1;53.05616673
R2;51.73189159
R1;53.0323544
R1;53.03374904
R3;55.88408037
R3;55.89310752
R1;53.04253395
R2;51.74587195
R2;51.74944305
R1;53.04717337
R2;51.74531888
R2;51.7281074
R2;51.73816446
R3;55.89914079
R2;51.74877904
R2;51.75842662
R1;53.05591471
R1;53.0416757
R1;53.03005993
R2;51.75175509
R3;55.89424447
R1;53.04182084
R3;55.87982907
R2;51.73803616
R1;53.03763136
R1;53.04226095
R1;53.04857246
R3;55.87290993
R2;51.74572287
R2;51.7473257
R1;53.04893961
R3;55.89187887
R2;51.74064789
R1;53.03609365
R3;55.89840687
R3;55.88371445
R1;53.03221925
R3;55.89422845
R2;51.74355892
R2;51.73207191
R3;55.89687553
R1;53.03278536
R3;55.89464438
R3;55.90138713
R2;51.74194512
R1;53.03686777
R1;53.04277399
R3;55.89327281
R2;51.75410031
R3;55.91966947
R1;53.03315
R1;53.03940664
R1;53.02870984
R3;55.89613515
R2;51.74277967
R3;55.91476685
R2;51.7303568
R1;53.05065093
R1;53.02149797
R3;55.87735021
R3;55.88968392
R1;53.04096895
R2;51.7454465
R3;55.88384337
R1;53.03749328
R2;51.73259603
R3;55.89425342
R1;53.04424865
R1;53.03556269
R2;51.73720857
R1;53.04193645
R1;53.03867896
R1;53.05338976
R2;51.75577129
R1;53.0392837
R3;55.88887808
R2;51.74777965
R3;55.88158946
R3;55.88264078
R3;55.8953814
R3;55.87801065
R1;53.04055007
R3;55.88552193
R2;51.74699232
R3;55.87765533
R2;51.73982776
R2;51.72822762
R1;53.04213851
R2;51.74142616
R1;53.04188679
R2;51.74639733
R1;53.0430992
R1;53.0422056
R3;55.90811417
R2;51.72778995
R1;53.0259663
R1;53.04331123
R3;55.8741885
R1;53.02027452
R2;51.74559396
R2;51.75926605
R3;55.87286577
R3;55.88385108
R3;55.88459347
R2;51.73604675
R3;55.88015233
R2;51.72431496
R1;53.03659586
R2;51.73738329
R2;51.72907867
R1;53.02448047
R3;55.88470983
R1;53.04162727
R3;55.89976036
R1;53.03124955
R2;51.7417825
R1;53.04583308
R2;51.72913108
R3;55.88870546
R2;51.73839377
R1;53.02799756
R1;53.04646363
R3;55.87657706
R1;53.04146247
R3;55.87221223
R1;53.05344862
R1;53.03845205
R2;51.73584922
R3;55.88183313
R1;53.04477394
R3;55.9164001
R2;51.72712918
R1;53.03952196
R2;51.74831544
R2;51.76932962
R2;51.7393864
R3;55.89874098
R3;55.88150532
R2;51.7257689
R1;53.05563277
R2;51.7301676
R1;53.03148514
R3;55.88940546
R3;55.88297239
R1;53.03922657
R3;55.88711711
R2;51.73328555
R3;55.88164373
R2;51.72702216
R3;55.89311644
R1;53.03933958
R3;55.88415067
R1;53.04210819
R3;55.8981946
R3;55.89201665
R3;55.88085144
R1;53.03811275
R1;53.03328794
R2;51.73669249
R3;55.89595766
R1;53.04969441
R2;51.74092189
R3;55.88655453
R2;51.7265805
R1;53.04136517
R2;51.74351639
R1;53.04279378
R2;51.73679522
R2;51.73804335
R3;55.88020271
R3;55.9143062
R3;55.89750694
R2;51.72864411
R1;53.03408422
R3;55.89899895
R2;51.74170144
R3;55.87538968
R1;53.03172463
R3;55.88071079
R3;55.88219447
R2;51.71917463
R1;53.04877829
R2;51.72227226
R2;51.73924965
R2;51.71544553
R3;55.88981498
R2;51.72726862
R1;53.03814266
R1;53.02993847
R1;53.04825895
R2;51.75272328
R3;55.90306732
R1;53.05048853
R2;51.72953289
R3;55.89713696
R1;53.03717924
R2;51.73124277
R2;51.72895069
R1;53.04857425
R1;53.0381745
R3;55.85865474
R3;55.89443785
R2;51.75017155
R3;55.8874791
R1;53.04495004
R2;51.73169707
R3;55.88171382
R3;55.89957431
R3;55.88206887
R2;51.71519087
R3;55.89882294
R1;53.03227539
R2;51.72961453
R3;55.89004644
R1;53.0544407
R2;51.73738045
R2;51.74422739
R3;55.89199174
R3;55.88590772
R3;55.89428286
R2;51.75744883
R3;55.8851485
R3;55.88662389
R2;51.73459387
R3;55.88737828
R1;53.03478845
R3;55.8922885
R1;53.04079018
R3;55.88904012
R1;53.03732139
R2;51.75508981
R2;51.73248246
R3;55.89819388
R2;51.73440614
R2;51.74077807
R3;55.89186145
R1;53.03990553
R2;51.7339456
R2;51.7339728
R2;51.75665067
R2;51.73604324
R2;51.74895649
R2;51.74610495
R2;51.72477568
R2;51.73785139
R3;55.90773662
R2;51.7145729
R2;51.73160271
R1;53.03922546
R3;55.88242563
R2;51.73991489
R3;55.90085947
R3;55.88348349
R1;53.04838076
R3;55.8949194
R2;51.75123642
R3;55.91135344
R3;55.88338798
R3;55.89302153
R3;55.8849478
R1;53.04227994
R3;55.87441927
R3;55.89033819
R3;55.89566549
R2;51.74623215
R3;55.89656036
R3;55.89158122
R3;55.87438819
R2;51.75860082
R3;55.88843814
R3;55.9084057
R2;51.72462527
R1;53.02468198
R1;53.0607265
R3;55.89498754
R3;55.88376827
R1;53.0262515
R3;55.8929331
R2;51.72104762
R3;55.86106253
R2;51.74707634
R2;51.74261295
R1;53.04211579
R2;51.7375848
R2;51.7463301
R2;51.74198807
R3;55.88462878
R1;53.03116748
R3;55.8972063
R1;53.05019618
R1;53.03059435
R2;51.72585608
R2;51.72036042
R2;51.74382266
R2;51.73766161
R3;55.88547062
R1;53.04941492
R2;51.73188788
R3;55.8919571
R1;53.05688149
R2;51.74527
R3;55.89205241
R1;53.05607335
R1;53.04247277
R2;51.749934
R1;53.02869831
R3;55.88312939
R3;55.88644766
R3;55.88130064
R3;55.88198556
R3;55.87676197
R1;53.04926351
R3;55.88147218
R3;55.88206882
R1;53.03919027
R3;55.89386671
R2;51.73043503
R3;55.87345116
R3;55.9010397
R1;53.04720991
R1;53.04365355
R3;55.89085362
R2;51.74130592
R1;53.03615749
R3;55.89253991
R3;55.88945217
R1;53.02815293
R3;55.90758389
R1;53.04295788
R2;51.74678458
R1;53.03125988
R3;55.90261328
R3;55.88530588
R1;53.04488341
R3;55.8916088
R3;55.89115169
R3;55.90003715
R2;51.74256465
R1;53.03112337
R1;53.0454989
R1;53.04994304
R2;51.75374963
R3;55.88541566
R1;53.04370557
R1;53.05970046
R2;51.72317797
R1;53.05083886
R3;55.88470325
R2;51.73900832
R3;55.89317944
R2;51.74503674
R2;51.75239264
R2;51.72141951
R2;51.73987197
R2;51.76725063
R3;55.88655052
R3;55.87110219
R3;55.90248301
R3;55.881468
R2;51.73273917
R3;55.89549292
R3;55.89424507
R1;53.05147047
R3;55.90305638
R1;53.02921914
R3;55.8892864
R1;53.03785794
R1;53.03596845
R3;55.89225164
R1;53.02858147
R2;51.73331596
R2;51.73761066
R1;53.031641
R1;53.04467359
R3;55.90123719
R2;51.74121527
R2;51.73818936
R2;51.76577117
R3;55.87938628
R3;55.89358806
R1;53.03648867
R3;55.8856589
R3;55.88976846
R3;55.89796148
R1;53.02032352
R2;51.7472642
R2;51.73170562
R3;55.88514678
R2;51.73807216
R1;53.02856425
R1;53.0445921
R1;53.04053692
R3;55.89887836
R1;53.03788103
R1;53.06413992
R1;53.04016683
R2;51.75388395
R1;53.04214969
R1;53.06092382
R1;53.04407188
R3;55.86911146
R1;53.06802482
R2;51.73574148
R2;51.74329695
R2;51.74541014
R3;55.89836334
R1;53.0396025
R1;53.04203755
R2;51.74210091
R2;51.73775619
R3;55.88315132
R1;53.05399713
R3;55.89018059
R1;53.04904972
R3;55.89430838
R3;55.87345495
R3;55.88317249
R3;55.90492064
R2;51.72862435
R1;53.05062529
R2;51.70947869
R1;53.0427288
R3;55.87147888
R3;55.89460331
R3;55.87735906
R2;51.74226157
R1;53.03361713
R3;55.89558214
R1;53.04076217
R1;53.03882881
R3;55.88426839
R2;51.74560082
R2;51.75180499
R1;53.0304507
R3;55.89902391
R3;55.88144997
R2;51.73310204
R2;51.72457808
R1;53.03065977
R3;55.90435423
R1;53.03402493
R1;53.05053597
R3;55.88790962
R3;55.87755459
R3;55.88565331
R3;55.88792622
R3;55.89587993
R1;53.04041241
R2;51.76696879
R1;53.0514121
R3;55.87520264
R1;53.02799346
R3;55.89377616
R1;53.03035708
R1;53.03724507
R2;51.74421317
R2;51.74733586
R1;53.03465066
R2;51.74310397
R3;55.89774173
R3;55.90552975
R3;55.91160503
R1;53.05083217
R1;53.05554758
R2;51.74939458
R3;55.89982935
R3;55.89664465
R1;53.03735065
R1;53.01833128
R1;53.05137581
R2;51.75040949
R3;55.89500816
R3;55.87976503
R3;55.89510395
R1;53.03718676
R2;51.73976914
R1;53.05530019
R1;53.04335872
R3;55.87817097
R3;55.88782267
R1;53.03252956
R2;51.74824282
R3;55.89601196
R3;55.90601935
R1;53.04101362
R1;53.06160766
R2;51.73275209
R1;53.04551306
R2;51.73881849
R3;55.88538588
R1;53.06827528
R2;51.74797437
R3;55.90658809
R3;55.90362675
R2;51.73200737
R2;51.73755214
R3;55.88246202
R1;53.02743248
R1;53.0530419
R3;55.89935475
R1;53.03079982
R3;55.88583995
R1;53.03252403
R3;55.91237785
R1;53.05938677
R3;55.88900252
R3;55.88397095
R3;55.88352868
R3;55.88910992
R3;55.89653493
R3;55.89357658
R2;51.74717375
R1;53.03028217
R1;53.03658765
R1;53.05204734
R3;55.90330491
R3;55.90016534
R3;55.89217621
R1;53.04848754
R1;53.0389167
R3;55.89104676
R3;55.89427956
R3;55.88955886
R1;53.03668873
R2;51.73777181
R2;51.7286578
R2;51.73339564
R1;53.01683218
R2;51.73867524
R3;55.89733482
R3;55.86843321
R1;53.0390497
R3;55.87410575
R3;55.88498967
R1;53.04982511
R1;53.02254676
R1;53.02886871
R1;53.02813093
R3;55.89562482
R3;55.899325
R1;53.03697761
R2;51.74203068
R1;53.03518442
R3;55.88439653
R3;55.86677333
R1;53.03174737
R2;51.72596464
R1;53.03562026
R2;51.73176839
R2;51.73470674
R3;55.8941302
R2;51.73638148
R2;51.74410333
R3;55.901094
R1;53.04320296
R2;51.72476419
R3;55.89669047
R1;53.02982283
R2;51.73491564
R2;51.73144037
R1;53.02795907
R1;53.05024013
R1;53.02563782
R3;55.89638751
R3;55.89226409
R2;51.75920101
R3;55.89121541
R1;53.04781102
R2;51.73803268
R1;53.02413093
R3;55.89435383
R1;53.04517452
R2;51.74658302
R2;51.7476999
R3;55.88621771
R2;51.75342271
R2;51.73356365
R3;55.88430197
R2;51.75320964
R3;55.9049144
R2;51.75344677
R2;51.72317768
R1;53.04783716
R1;53.04015635
R3;55.8621854
R2;51.73899871
R1;53.04514003
R2;51.73992272
R2;51.7356997
R2;51.74139394
R1;53.02621255
R2;51.73660664
R3;55.88719194
R1;53.03919226
R3;55.89508846
R1;53.03044865
R1;53.04375751
R1;53.04255198
R1;53.03115174
R2;51.74764238
R2;51.73926654
R3;55.89343368
R1;53.06262315
R3;55.89912622
R3;55.90147938
R1;53.03892888
R3;55.89736379
R3;55.89381368
R1;53.03830634
R2;51.73502801
R1;53.04303721
R1;53.05220445
R3;55.89352022
R3;55.88033523
R1;53.03506352
R1;53.04133654
R1;53.03661203
R1;53.03458944
R2;51.73940188
R2;51.73100311
R2;51.74661306
R2;51.73332659
R2;51.73074332
R2;51.7351729
R3;55.89321683
R1;53.05082781
R2;51.7359217
R3;55.89779302
R1;53.03590063
R2;51.76767542
R3;55.9035172
R2;51.75069078
R1;53.05149336
R2;51.7222706
R3;55.90611151
R3;55.88024957
R2;51.73038016
R2;51.75228092
R1;53.04369839
R3;55.86939711
R2;51.72968369
R2;51.7493682
R3;55.88987964
R3;55.90222464
R2;51.73928149
R2;51.70476412
R1;53.03828079
R1;53.0353179
R2;51.75175493
R1;53.03345916
R2;51.7240996
R3;55.89084354
R3;55.88682077
R3;55.89536016
R1;53.01980096
R3;55.90230512
R1;53.0407229
R2;51.73937601
R2;51.7180854
R1;53.029368
R2;51.75160185
R3;55.88588428
R3;55.89546191
R1;53.0388891
R2;51.73454461
R1;53.04596144
R2;51.763354
R3;55.89134389
R3;55.89776059
R2;51.75222735
R3;55.91560709
R3;55.90626826
R1;53.042268
R1;53.02224087
R2;51.7280626
R1;53.04557486
R3;55.87649861
R1;53.02635599
R2;51.72959451
R3;55.90280299
R3;55.9032608
R2;51.72349319
R2;51.73671357
R3;55.89530592
R2;51.74734293
R1;53.04050158
R3;55.88917937
R3;55.87334579
R1;53.04470971
R2;51.72445368
R3;55.88543434
R1;53.0175924
R3;55.89633908
R2;51.72543572
R2;51.71882769
R3;55.891029
R2;51.7392372
R3;55.88548062
R1;53.05897215
R1;53.0248049
R2;51.75226293
R3;55.8816175
R2;51.72910744
R2;51.73911928
R2;51.7471327
R1;53.02769814
R1;53.04432993
R2;51.74134047
R2;51.73557932
R2;51.74717653
R2;51.74583515
R2;51.7464324
R2;51.73751864
R1;53.0408291
R1;53.02930124
R2;51.74688056
R1;53.05350433
R3;55.87238237
R2;51.74268219
R3;55.89390498
R3;55.89009933
R3;55.89487993
R2;51.73613041
R2;51.76679458
R3;55.90766555
R1;53.04947297
R3;55.89912267
R1;53.03689735
R2;51.7358176
R2;51.73327948
R2;51.7543713
R1;53.04038625
R3;55.88252022
R1;53.03787805
R2;51.75531906
R1;53.04289953
R2;51.72825721
R1;53.02740223
R3;55.87440699
R1;53.03774048
R1;53.03305972
R2;51.7360553
R1;53.05205545
R1;53.03454338
R3;55.90444711
R1;53.04085314
R1;53.04700057
R2;51.74931512
R3;55.89221965
R2;51.73881947
R1;53.02274421
R3;55.86865204
R2;51.73467597
R2;51.73436912
R3;55.89181169
R3;55.89136591
R1;53.03910438
R2;51.75328232
R2;51.74184582
R1;53.03889611
R1;53.03494027
R3;55.8978132
R3;55.89478129
R3;55.88063617
R1;53.03883759
R1;53.02606064
R1;53.04239093
R1;53.04428531
R3;55.89793351
R1;53.05117957
R3;55.87772213
R1;53.03115967
R1;53.03077516
R1;53.03036713
R1;53.04778325
R1;53.03922599
R1;53.04373034
R3;55.87090794
R2;51.73872564
R3;55.88015375
R3;55.89678497
R2;51.73253205
R1;53.02428655
R2;51.74998398
R1;53.03748814
R3;55.89585441
R2;51.73782167
R2;51.74344529
R2;51.73719238
R2;51.74888089
R1;53.05050429
R2;51.72135176
R3;55.88668118
R1;53.02720083
R3;55.89010212
R2;51.73909649
R1;53.03233965
R3;55.90989664
R2;51.75060059
R3;55.88426534
R2;51.7388762
R2;51.72349702
R2;51.7266633
R2;51.72519457
R2;51.74651439
R1;53.04687928
R1;53.00586964
R2;51.72812355
R3;55.90812586
R2;51.73304372
R1;53.03654171
R3;55.89251918
R2;51.73829635
R2;51.73796112
R1;53.03732105
R1;53.04709271
R2;51.7204408
R2;51.73292252
R2;51.76206136
R2;51.76230331
R3;55.89671464
R1;53.02601439
R3;55.90558293
R2;51.75195706
R1;53.03391764
R1;53.06319601
R2;51.74846324
R1;53.0359371
R3;55.89277171
R1;53.04645034
R2;51.72812873
R2;51.73149574
R3;55.89895329
R1;53.03956395
R2;51.73991587
R3;55.89020666
R2;51.75331112
R3;55.90048646
R1;53.03221763
R2;51.7423125
R1;53.03445449
R3;55.90011927
R2;51.73632208
R2;51.75542958
R2;51.74431977
R2;51.74657294
R3;55.89629719
R1;53.03314274
R2;51.74949787
R2;51.7312501
R1;53.04473752
R2;51.74344619
R2;51.73019567
R1;53.04286779
R3;55.88111424
R3;55.87718369
R2;51.72485992
R2;51.74391606
R2;51.7308789
R2;51.74236776
R1;53.03346225
R3;55.8807582
R1;53.03561002
R2;51.73923014
R1;53.04200604
R1;53.0350141
R1;53.03591231
R3;55.88489395
R3;55.89940044
R1;53.03244151
R3;55.89991886
R1;53.05155002
R3;55.88537453
R3;55.8941496
R1;53.04312075
R1;53.02661167
R2;51.75153222
R1;53.02829264
R2;51.72831767
R3;55.88571392
R3;55.90334382
R2;51.75582968
R2;51.73114291
R1;53.04884195
R1;53.04758933
R1;53.05077796
R2;51.73358112
R2;51.73910696
R2;51.72664768
R2;51.75218276
R1;53.03797209
R2;51.73768411
R2;51.73343577
R2;51.7334687
R3;55.90114319
R2;51.73930276
R2;51.7431643
R3;55.88817941
R2;51.73392013
R2;51.73762983
R1;53.04563866
R3;55.89608556
R1;53.04313996
R2;51.73815022
R3;55.91534946
R2;51.71967546
R1;53.03785851
R2;51.73561757
R2;51.73378566
R2;51.72282508
R2;51.74839437
R3;55.88518208
R3;55.8800556
R2;51.73415965
R1;53.05486403
R1;53.03276351
R2;51.7422042
R2;51.74205847
R3;55.88849115
R3;55.89713118
R3;55.89122022
R3;55.89564509
R2;51.73887402
R1;53.03155055
R3;55.88230268
R1;53.05487556
R1;53.05018722
R3;55.87836773
R1;53.04772395
R2;51.7480813
R3;55.89302491
R2;51.74577999
R3;55.8804095
R1;53.03519074
R2;51.74056223
R1;53.02883912
R3;55.88036498
R3;55.8835393
R2;51.73290191
R1;53.04455511
R1;53.05823396
R1;53.0444102
R1;53.04826818
R2;51.73370762
R3;55.8889682
R1;53.03760815
R3;55.87709578
R1;53.04575127
R3;55.88968058
R3;55.88582877
R3;55.89798433
R2;51.73651479
R3;55.87770338
R2;51.73087448
R3;55.87514743
R2;51.75273279
R1;53.04133826
R3;55.89065325
R3;55.89036075
R3;55.91116939
R1;53.0414645
R1;53.04829455
R3;55.88517874
R3;55.88522123
R1;53.03991416
R3;55.88837514
R1;53.03229288
R3;55.87889449
R2;51.73867292
R3;55.8950547
R1;53.03217159
R3;55.89032038
R2;51.72394794
R2;51.72736748
R2;51.72807385
R2;51.72883882
R3;55.90126775
R1;53.04613765
R2;51.73428221
R1;53.03706362
R2;51.73509237
R3;55.8652778
R2;51.72953309
R2;51.72891726
R2;51.74171774
R1;53.05736035
R2;51.71486543
R1;53.05199804
R2;51.73275311
R3;55.89554342
R3;55.89707567
R2;51.7529725
R3;55.89696487
R3;55.87736362
R3;55.86380292
R3;55.89777905
R1;53.02335563
R2;51.74819227
R3;55.86788264
R3;55.87652504
R2;51.73520147
R1;53.04503125
R2;51.72835705
R3;55.89594561
R3;55.90777828
R1;53.03872131
R1;53.03831858
R2;51.742658
R3;55.8982347
R1;53.04650182
R3;55.87745582
R1;53.02289778
R1;53.02731527
R2;51.75563234
R2;51.74637652
R1;53.04077888
R2;51.75243337
R2;51.72400423
R3;55.87985725
R3;55.88019825
R2;51.71509563
R2;51.74072903
R1;53.04250795
R2;51.7586289
R3;55.87161341
R1;53.04646095
R2;51.73526468
R2;51.74677796
R2;51.72733246
R1;53.04801146
R1;53.04667113
R3;55.88757615
R2;51.73280562
R1;53.0459465
R2;51.72489827
R3;55.90232597
R2;51.74146502
R3;55.89145745
R3;55.8804178
R2;51.73979403
R3;55.89432085
R3;55.88790329
R3;55.89991736
R2;51.73997404
R3;55.88273791
R2;51.75179377
R3;55.88611579
R2;51.72757387
R2;51.74326734
R3;55.89632495
R1;53.02898484
R1;53.04936054
R2;51.72129958
R3;55.9040931
R2;51.75049847
R3;55.89322015
R2;51.7478918
R3;55.87734826
R2;51.74511322
R1;53.04027234
R1;53.03429196
R1;53.04471862
R2;51.74524605
R1;53.03840342
R3;55.88443627
R3;55.89105249
R1;53.02484025
R3;55.88337553
R1;53.02860588
R3;55.89541385
R1;53.02851437
R3;55.89495014
R1;53.04020174
R1;53.02554816
R2;51.74738506
R3;55.88782357
R1;53.05456193
R2;51.72249472
R2;51.72975392
R3;55.89308367
R2;51.74358342
R1;53.04294199
R3;55.88849311
R1;53.04151189
R3;55.90161998
R2;51.74287107
R3;55.88856227
R3;55.89391117
R2;51.73723752
R2;51.73974566
R1;53.04364398
R2;51.74199469
R1;53.04870483
R3;55.88698063
R1;53.04403886
R2;51.72406262
R3;55.91586052
R2;51.73698593
R2;51.7416287
R3;55.8922516
R1;53.02537642
R1;53.03557021
R1;53.03186562
R3;55.8940819
R3;55.89136102
R2;51.74638773
R1;53.03888909
R1;53.02322739
R3;55.879416
R1;53.03528222
R2;51.73972399
R1;53.03672957
R1;53.02889891
R3;55.90165443
R3;55.8980276
R2;51.72963605
R1;53.04166253
R3;55.87809845
R1;53.02533797
R3;55.87522879
R2;51.72698985
R2;51.72160133
R2;51.73795339
R1;53.03949207
R1;53.0396784
R2;51.73166366
R1;53.05622618
R1;53.03683591
R2;51.74699289
R2;51.74517115
R3;55.88287279
R2;51.73159458
R3;55.87674684
R3;55.88347786
R1;53.05213573
R3;55.89551435
R3;55.91362161
R3;55.89842231
R2;51.73508409
R1;53.03185743
R1;53.03208586
R2;51.72722538
R1;53.04021547
R1;53.02467073
R1;53.04803266
R2;51.73339265
R2;51.72928328
R1;53.05739629
R2;51.74172558
R2;51.72758778
R2;51.73887807
R2;51.74155193
R1;53.04683199
R3;55.89809855
R1;53.03263163
R2;51.74100533
R1;53.03283935
R3;55.89464827
R1;53.03136449
R3;55.88835115
R2;51.75320948
R1;53.03409245
R1;53.03831716
R1;53.03379721
R2;51.73701617
R2;51.73525183
R3;55.88477024
R2;51.74066955
R1;53.04010502
R1;53.04030115
R3;55.88436562
R2;51.73426459
R2;51.75326667
R1;53.03421617
R2;51.74147836
R3;55.88195173
R2;51.72596176
R3;55.87748587
R3;55.88096093
R1;53.04243235
R1;53.03494665
R1;53.04613532
R3;55.8917181
R1;53.05121057
R1;53.05187671
R2;51.74610984
R1;53.0476179
R1;53.03634078
R3;55.88315313
R1;53.05135948
R3;55.88351685
R1;53.03320469
R2;51.73240781
R2;51.74782389
R3;55.88739054
R1;53.04060475
R3;55.87997511
R3;55.89352354
R2;51.74446581
R1;53.04433664
R3;55.88279939
R3;55.87250695
R1;53.03016439
R2;51.73588216
R2;51.73749905
R1;53.03625271
R3;55.8844401
R3;55.90599149
R1;53.04525018
R3;55.88708291
R3;55.89365054
R1;53.04259742
R3;55.88539815
R1;53.04360606
R2;51.74850293
R1;53.04320631
R3;55.87775863
R2;51.74781592
R1;53.05729254
R2;51.73816236
R2;51.73966891
R1;53.04040805
R3;55.90085513
R2;51.74465679
R3;55.88544718
R3;55.89536375
R1;53.04428218
R1;53.02047241
R3;55.87242126
R1;53.04534057
R1;53.02809761
R3;55.89213765
R3;55.88315133
R1;53.05640976
R1;53.01867618
R1;53.04056105
R1;53.03170574
R3;55.89163408
R1;53.02481048
R3;55.8848945
R2;51.74950655
R2;51.73403051
R2;51.75178281
R3;55.88587189
R1;53.0206605
R3;55.8838516
R2;51.75081846
R3;55.9049111
R3;55.88915016
R2;51.75454715
R2;51.74171308
R2;51.74799955
R1;53.03451895
R1;53.03516738
R2;51.75467556
R1;53.04785756
R2;51.73625281
R3;55.88879848
R1;53.04976643
R2;51.74626192
R3;55.88898819
R1;53.03787236
R2;51.74280084
R3;55.88290202
R2;51.73799204
R2;51.74777361
R2;51.73866107
R1;53.04445123
R3;55.87182268
R2;51.73958153
R2;51.74831429
R2;51.73493549
R1;53.0418061
R2;51.74074647
R2;51.7314214
R2;51.74868817
R2;51.7278443
R2;51.75771567
R1;53.02826371
R1;53.03319085
R2;51.73141405
R3;55.88668409
R1;53.04014582
R3;55.90075399
R2;51.73664046
R1;53.02942846
R2;51.73928621
R1;53.02836798
R1;53.05637372
R3;55.88367177
R2;51.73748168
R3;55.88937299
R3;55.89829094
R1;53.0651646
R1;53.03499488
R3;55.87799139
R3;55.88991657
R1;53.04678297
R3;55.88546746
R2;51.74316282
R3;55.88001966
R2;51.72733659
R1;53.05439137
R1;53.03648155
R3;55.89136295
R3;55.88408805
R1;53.0246318
R3;55.89889744
R2;51.73799035
R1;53.03331716
R2;51.75561981
R1;53.04746215
R2;51.72447915
R1;53.04618835
R2;51.75693264
R3;55.89519861
R1;53.04180133
R2;51.74849517
R1;53.04866703
R2;51.7404328
R3;55.90195772
R2;51.74798942
R1;53.04807302
R3;55.8743915
R3;55.88508153
R3;55.88118605
R3;55.89273702
R2;51.74861392
R3;55.88858748
R2;51.73028424
R3;55.89326536
R2;51.73722846
R2;51.72887216
R3;55.89018391
R3;55.87545632
R3;55.87853906
R2;51.73989032
R2;51.74519775
R3;55.88663433
R2;51.73734508
R1;53.03013136
R2;51.73837252
R2;51.73900592
R3;55.89507103
R2;51.72295945
R3;55.87773183
R3;55.90332382
R3;55.89892366
R2;51.73969257
R2;51.72891998
R2;51.73907846
R1;53.03597547
R1;53.03142533
R1;53.05084347
R3;55.90290224
R3;55.8967392
R2;51.74981345
R1;53.04154982
R1;53.03486332
R2;51.73554617
R3;55.89634321
R2;51.74223791
R3;55.87593973
R1;53.04064481
R2;51.72491746
R1;53.03705205
R2;51.7532688
R3;55.90616724
R2;51.74554855
R1;53.04235725
R3;55.88856295
R2;51.73651719
R3;55.89606695
R2;51.7316858
R2;51.73540022
R3;55.89184593
R2;51.72914101
R2;51.74785353
R2;51.73218098
R2;51.73383984
R1;53.04692803
R3;55.89187033
R1;53.04373359
R2;51.73660644
R2;51.74712638
R3;55.88849299
R3;55.89650392
R1;53.03165977
R1;53.02705089
R1;53.03873396
R2;51.74698247
R3;55.88870763
R2;51.73252512
R3;55.88177379
R3;55.88517965
R1;53.03411697
R1;53.05404378
R3;55.90133621
R3;55.89688646
R3;55.90058698
R2;51.72993067
R1;53.05131638
R1;53.02373927
R3;55.903301
R2;51.75486931
R2;51.7532534
R2;51.74459619
R3;55.88557454
R1;53.03939756
R2;51.73453879
R3;55.89027262
R1;53.04783019
R3;55.88698292
R1;53.03065121
R1;53.04610825
R3;55.88307187
R3;55.89382511
R2;51.74157061
R3;55.89273158
R2;51.74134215
R1;53.03272332
R2;51.73050879
R1;53.04830144
R3;55.86990689
R2;51.74126673
R3;55.88459095
R1;53.04589048
R2;51.73039944
R3;55.88361523
R3;55.89188033
R1;53.06218679
R3;55.89411033
R3;55.87383162
R1;53.04142355
R2;51.73899589
R3;55.89494039
R2;51.74038135
R2;51.73429563
R3;55.88975167
R1;53.04518139
R2;51.73821454
R2;51.73796988
R3;55.88866701
R3;55.87758545
R3;55.9006346
R2;51.73033261
R2;51.7306786
R1;53.03889555
R1;53.04568962
R3;55.88565708
R3;55.88421607
R3;55.88469105
R3;55.89666026
R2;51.73590061
R3;55.88683463
R2;51.75198726
R2;51.72901587
R3;55.88152844
R2;51.74706018
R3;55.88447815
R2;51.75400586
R2;51.7500062
R2;51.74740167
R3;55.86998537
R3;55.89367069
R2;51.72236757
R3;55.89601208
R3;55.8876712
R3;55.88928706
R2;51.74299703
R2;51.74935309
R1;53.04776835
R1;53.04124965
R1;53.04238662
R2;51.74093238
R2;51.7420674
R1;53.05859122
R3;55.89649517
R2;51.73667697
R3;55.87928989
R1;53.02008686
R3;55.89725727
R1;53.04315091
R2;51.71539956
R2;51.72859141
R2;51.73205479
R3;55.88264212
R1;53.0334681
R3;55.90314906
R1;53.03431821
R3;55.90359681
R3;55.89420765
R2;51.72517646
R3;55.88165756
R1;53.04110714
